,SYMBOL,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
0,ACI,2020-12-05,USD,26319300000,7444200000,1836100000,1836100000,4638000000,549500000,18875100000,9086400000,None,3259700000,2076400000,1183300000,None,None,None,420600000,786100000,24944600000,6597300000,3395000000,91600000,212400000,None,16748200000,5941400000,8235900000,212400000,8023500000,-110500000,1135500000,2498000000,1374700000,1890500000,1481400000,5900000,466611426
1,ACI,2020-09-12,USD,26469600000,7578600000,2389600000,2389600000,4267100000,547100000,18891000000,9110000000,None,3261100000,2077800000,1183300000,None,None,None,374800000,750700000,24968000000,6727700000,3389800000,59900000,331600000,None,16641200000,None,8605400000,331600000,8273800000,-114800000,1148200000,2232400000,None,1705800000,1432200000,None,None
2,ACI,2020-06-20,USD,25987800000,7132800000,2022200000,2022200000,4271600000,530000000,18855000000,9103700000,None,3268800000,2085500000,1183300000,None,None,None,309000000,710700000,24792900000,6750300000,3399800000,62200000,219100000,None,16443500000,None,8380000000,219100000,8160900000,-110000000,1255500000,1999200000,None,1705800000,1174600000,None,None
3,ACI,2020-02-29,USD,24735100000,5731300000,470700000,470700000,4352500000,525300000,19003800000,9211900000,None,3270500000,2087200000,1183300000,None,None,None,382800000,654000000,22457000000,5904300000,2891100000,52200000,221400000,221400000,16552700000,583300000,8300200000,138000000,8162200000,16210200000,1102700000,2042800000,2278100000,25800000,592300000,5800000,277882010
4,ACI,2019-11-30,USD,24991600000,5979600000,406400000,406400000,4624200000,501200000,19470800000,9222000000,None,3307200000,2123900000,1183300000,None,None,None,447800000,646700000,22581000000,5972200000,3183200000,57600000,133300000,133300000,11178300000,601200000,8220200000,32200000,8188000000,-141100000,1006100000,1851100000,2410600000,25800000,524500000,2800000,279597312
5,ACI,2019-09-07,USD,24698500000,5630600000,435300000,435300000,4340300000,518600000,602500000,9231300000,None,3361200000,2177900000,1183300000,None,None,None,336400000,643600000,22353000000,5729700000,2946600000,45300000,117100000,24700000,11185900000,634100000,8197800000,24700000,8173100000,-153900000,1021200000,1869200000,2345500000,25800000,469700000,2800000,277882010
6,ACI,2019-06-15,USD,24981200000,5906800000,662100000,662100000,4385400000,497400000,19584300000,9662700000,None,3454500000,2271200000,1183300000,None,None,None,361900000,676400000,22926800000,5714800000,3077900000,51700000,145000000,None,12314000000,658600000,9307800000,48800000,9259000000,-180200000,990200000,1870900000,None,25800000,174900000,2800000,277882010
7,ACI,2019-02-23,USD,20776600000,6250000000,926100000,926100000,4332800000,586200000,14526600000,9861300000,None,4017800000,2834500000,1183300000,None,None,None,88700000,647500000,19325900000,5152700000,2918700000,55900000,148800000,148800000,14173200000,None,10586400000,51500000,9772600000,9824100000,414700000,2334700000,1450700000,25800000,-431800000,5800000,277882010
8,ACI,2018-12-01,USD,20981700000,6112600000,462600000,462600000,4639500000,566900000,14869100000,10143300000,None,4076600000,2893300000,1183300000,None,None,None,443600000,649200000,19591600000,5540700000,3119200000,None,412600000,None,13455900000,None,10193500000,315100000,9878400000,10193500000,988300000,2890600000,None,25800000,None,2800000,277882010
9,ACI,2018-09-08,USD,21816800000,6845700000,1661900000,1661900000,4308100000,527900000,14971100000,10256900000,None,4152200000,2968900000,1183300000,None,None,None,347800000,562000000,20454200000,5474000000,2948200000,None,436500000,None,14473000000,None,10946900000,332400000,10614500000,10946900000,1048300000,3144100000,None,None,None,2800000,279654028
10,ACI,2018-06-16,USD,21820200000,6488900000,1237000000,1237000000,4323200000,551300000,15331300000,10556400000,None,4219900000,3036600000,1183300000,None,None,None,377400000,555000000,20428900000,5129500000,3091400000,None,169400000,None,14719200000,None,11000400000,65800000,10934600000,11000400000,922000000,3046900000,None,None,None,2800000,279654028
11,ACI,2018-02-24,USD,21812300000,6148600000,670300000,None,4421100000,615300000,None,10770300000,None,4325800000,3142500000,1183300000,None,None,None,73300000,567600000,20414100000,5029600000,2833000000,None,None,None,None,None,11011200000,66100000,10945100000,None,424800000,2175300000,None,None,None,2800000,279654028
